,FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
1526,2017-06-27,1.1004,1.1004,,,1,0.23,开放申购,开放赎回,,,,
1527,2017-06-26,1.0979,1.0979,,,1,1.84,开放申购,开放赎回,,,,
1528,2017-06-23,1.0781,1.0781,,,1,0.66,开放申购,开放赎回,,,,
1529,2017-06-22,1.0710,1.0710,,,1,0.13,开放申购,开放赎回,,,,
1530,2017-06-21,1.0696,1.0696,,,1,0.55,开放申购,开放赎回,,,,
1531,2017-06-20,1.0637,1.0637,,,1,-0.02,开放申购,开放赎回,,,,
1532,2017-06-19,1.0639,1.0639,,,1,0.87,开放申购,开放赎回,,,,
1533,2017-06-16,1.0547,1.0547,,,1,-0.09,开放申购,开放赎回,,,,
1534,2017-06-15,1.0556,1.0556,,,1,0.24,开放申购,开放赎回,,,,
1535,2017-06-14,1.0531,1.0531,,,1,-0.54,开放申购,开放赎回,,,,
1536,2017-06-13,1.0588,1.0588,,,1,1.00,开放申购,开放赎回,,,,
1537,2017-06-12,1.0483,1.0483,,,1,-0.41,开放申购,开放赎回,,,,
1538,2017-06-09,1.0526,1.0526,,,1,0.56,开放申购,开放赎回,,,,
1539,2017-06-08,1.0467,1.0467,,,1,0.37,开放申购,开放赎回,,,,
1540,2017-06-07,1.0428,1.0428,,,1,1.57,开放申购,开放赎回,,,,
1541,2017-06-06,1.0267,1.0267,,,1,0.40,开放申购,开放赎回,,,,
1542,2017-06-05,1.0226,1.0226,,,1,0.16,开放申购,开放赎回,,,,
1543,2017-06-02,1.0210,1.0210,,,1,0.28,开放申购,开放赎回,,,,
1544,2017-06-01,1.0182,1.0182,,,1,-0.90,开放申购,开放赎回,,,,
1545,2017-05-31,1.0274,1.0274,,,1,0.36,开放申购,开放赎回,,,,
1546,2017-05-26,1.0237,1.0237,,,1,-0.27,开放申购,开放赎回,,,,
1547,2017-05-25,1.0265,1.0265,,,1,1.68,开放申购,开放赎回,,,,
1548,2017-05-24,1.0095,1.0095,,,1,0.16,开放申购,开放赎回,,,,
1549,2017-05-23,1.0079,1.0079,,,1,-0.93,开放申购,开放赎回,,,,
1550,2017-05-22,1.0174,1.0174,,,1,-0.61,开放申购,开放赎回,,,,
1551,2017-05-19,1.0236,1.0236,,,1,-0.12,开放申购,开放赎回,,,,
1552,2017-05-18,1.0248,1.0248,,,1,-0.12,开放申购,开放赎回,,,,
1553,2017-05-17,1.0260,1.0260,,,1,-0.05,开放申购,开放赎回,,,,
1554,2017-05-16,1.0265,1.0265,,,1,1.36,开放申购,开放赎回,,,,
1555,2017-05-15,1.0127,1.0127,,,1,0.49,开放申购,开放赎回,,,,
1556,2017-05-12,1.0078,1.0078,,,1,0.39,开放申购,开放赎回,,,,
1557,2017-05-11,1.0039,1.0039,,,1,0.05,开放申购,开放赎回,,,,
1558,2017-05-10,1.0034,1.0034,,,1,-1.12,开放申购,开放赎回,,,,
1559,2017-05-09,1.0148,1.0148,,,1,0.34,开放申购,开放赎回,,,,
1560,2017-05-08,1.0114,1.0114,,,1,-0.82,开放申购,开放赎回,,,,
1561,2017-05-05,1.0198,1.0198,,,1,-1.09,开放申购,开放赎回,,,,
1562,2017-05-04,1.0310,1.0310,,,1,-0.51,开放申购,开放赎回,,,,
1563,2017-05-03,1.0363,1.0363,,,1,-0.51,开放申购,开放赎回,,,,
1564,2017-05-02,1.0416,1.0416,,,1,-0.81,开放申购,开放赎回,,,,
1565,2017-04-28,1.0501,1.0501,,,1,-0.17,开放申购,开放赎回,,,,
1566,2017-04-27,1.0519,1.0519,,,1,-0.12,开放申购,开放赎回,,,,
1567,2017-04-26,1.0532,1.0532,,,1,-0.01,开放申购,开放赎回,,,,
1568,2017-04-25,1.0533,1.0533,,,1,0.16,开放申购,开放赎回,,,,
1569,2017-04-24,1.0516,1.0516,,,1,-1.53,开放申购,开放赎回,,,,
1570,2017-04-21,1.0679,1.0679,,,1,0.10,开放申购,开放赎回,,,,
1571,2017-04-20,1.0668,1.0668,,,1,0.40,开放申购,开放赎回,,,,
1572,2017-04-19,1.0625,1.0625,,,1,-0.70,开放申购,开放赎回,,,,
1573,2017-04-18,1.0700,1.0700,,,1,-0.59,开放申购,开放赎回,,,,
1574,2017-04-17,1.0763,1.0763,,,1,-0.51,开放申购,开放赎回,,,,
1575,2017-04-14,1.0818,1.0818,,,1,-0.91,开放申购,开放赎回,,,,
1576,2017-04-13,1.0917,1.0917,,,1,-0.02,开放申购,开放赎回,,,,
1577,2017-04-12,1.0919,1.0919,,,1,0.16,开放申购,开放赎回,,,,
1578,2017-04-11,1.0902,1.0902,,,1,0.66,开放申购,开放赎回,,,,
1579,2017-04-10,1.0830,1.0830,,,1,-0.24,开放申购,开放赎回,,,,
1580,2017-04-07,1.0856,1.0856,,,1,-0.03,开放申购,开放赎回,,,,
1581,2017-04-06,1.0859,1.0859,,,1,0.56,开放申购,开放赎回,,,,
1582,2017-04-05,1.0799,1.0799,,,1,2.09,开放申购,开放赎回,,,,
1583,2017-03-31,1.0578,1.0578,,,1,0.20,开放申购,开放赎回,,,,
1584,2017-03-30,1.0557,1.0557,,,1,-0.93,开放申购,开放赎回,,,,
1585,2017-03-29,1.0656,1.0656,,,1,-0.17,开放申购,开放赎回,,,,
1586,2017-03-28,1.0674,1.0674,,,1,-0.24,开放申购,开放赎回,,,,
1587,2017-03-27,1.0700,1.0700,,,1,-0.12,开放申购,开放赎回,,,,
1588,2017-03-24,1.0713,1.0713,,,1,0.64,开放申购,开放赎回,,,,
1589,2017-03-23,1.0645,1.0645,,,1,0.06,开放申购,开放赎回,,,,
1590,2017-03-22,1.0639,1.0639,,,1,-0.51,开放申购,开放赎回,,,,
1591,2017-03-21,1.0693,1.0693,,,1,0.11,开放申购,开放赎回,,,,
1592,2017-03-20,1.0681,1.0681,,,1,0.06,开放申购,开放赎回,,,,
1593,2017-03-17,1.0675,1.0675,,,1,-0.91,开放申购,开放赎回,,,,
1594,2017-03-16,1.0773,1.0773,,,1,0.53,开放申购,开放赎回,,,,
1595,2017-03-15,1.0716,1.0716,,,1,0.20,开放申购,开放赎回,,,,
1596,2017-03-14,1.0695,1.0695,,,1,-0.05,开放申购,开放赎回,,,,
1597,2017-03-13,1.0700,1.0700,,,1,0.75,开放申购,开放赎回,,,,
1598,2017-03-10,1.0620,1.0620,,,1,0.04,开放申购,开放赎回,,,,
1599,2017-03-09,1.0616,1.0616,,,1,-0.61,开放申购,开放赎回,,,,
1600,2017-03-08,1.0681,1.0681,,,1,-0.39,开放申购,开放赎回,,,,
1601,2017-03-07,1.0723,1.0723,,,1,0.08,开放申购,开放赎回,,,,
1602,2017-03-06,1.0714,1.0714,,,1,0.61,开放申购,开放赎回,,,,
1603,2017-03-03,1.0649,1.0649,,,1,-0.24,开放申购,开放赎回,,,,
1604,2017-03-02,1.0675,1.0675,,,1,-0.65,开放申购,开放赎回,,,,
1605,2017-03-01,1.0745,1.0745,,,1,0.14,开放申购,开放赎回,,,,
1606,2017-02-28,1.0730,1.0730,,,1,0.14,开放申购,开放赎回,,,,
1607,2017-02-27,1.0715,1.0715,,,1,-0.80,开放申购,开放赎回,,,,
1608,2017-02-24,1.0801,1.0801,,,1,0.21,开放申购,开放赎回,,,,
1609,2017-02-23,1.0778,1.0778,,,1,-0.34,开放申购,开放赎回,,,,
1610,2017-02-22,1.0815,1.0815,,,1,0.05,开放申购,开放赎回,,,,
1611,2017-02-21,1.0810,1.0810,,,1,0.49,开放申购,开放赎回,,,,
1612,2017-02-20,1.0757,1.0757,,,1,1.21,开放申购,开放赎回,,,,
1613,2017-02-17,1.0628,1.0628,,,1,-0.65,开放申购,开放赎回,,,,
1614,2017-02-16,1.0698,1.0698,,,1,0.47,开放申购,开放赎回,,,,
1615,2017-02-15,1.0648,1.0648,,,1,-0.38,开放申购,开放赎回,,,,
1616,2017-02-14,1.0689,1.0689,,,1,0.04,开放申购,开放赎回,,,,
1617,2017-02-13,1.0685,1.0685,,,1,0.53,开放申购,开放赎回,,,,
1618,2017-02-10,1.0629,1.0629,,,1,0.80,开放申购,开放赎回,,,,
1619,2017-02-09,1.0545,1.0545,,,1,0.48,开放申购,开放赎回,,,,
1620,2017-02-08,1.0495,1.0495,,,1,0.33,开放申购,开放赎回,,,,
1621,2017-02-07,1.0461,1.0461,,,1,-0.04,开放申购,开放赎回,,,,
1622,2017-02-06,1.0465,1.0465,,,1,0.29,开放申购,开放赎回,,,,
1623,2017-02-03,1.0435,1.0435,,,1,-0.62,开放申购,开放赎回,,,,
1624,2017-01-26,1.0500,1.0500,,,1,0.44,开放申购,开放赎回,,,,
1625,2017-01-25,1.0454,1.0454,,,1,0.44,开放申购,开放赎回,,,,
1626,2017-01-24,1.0408,1.0408,,,1,0.33,开放申购,开放赎回,,,,
1627,2017-01-23,1.0374,1.0374,,,1,0.55,开放申购,开放赎回,,,,
1628,2017-01-20,1.0317,1.0317,,,1,0.88,开放申购,开放赎回,,,,
1629,2017-01-19,1.0227,1.0227,,,1,-0.12,开放申购,开放赎回,,,,
1630,2017-01-18,1.0239,1.0239,,,1,0.46,开放申购,开放赎回,,,,
1631,2017-01-17,1.0192,1.0192,,,1,0.29,开放申购,开放赎回,,,,
1632,2017-01-16,1.0163,1.0163,,,1,-0.38,开放申购,开放赎回,,,,
1633,2017-01-13,1.0202,1.0202,,,1,-0.23,开放申购,开放赎回,,,,
1634,2017-01-12,1.0226,1.0226,,,1,-0.59,开放申购,开放赎回,,,,
1635,2017-01-11,1.0287,1.0287,,,1,-1.11,开放申购,开放赎回,,,,
1636,2017-01-10,1.0402,1.0402,,,1,0.00,开放申购,开放赎回,,,,
1637,2017-01-09,1.0402,1.0402,,,1,0.29,开放申购,开放赎回,,,,
1638,2017-01-06,1.0372,1.0372,,,1,-0.54,开放申购,开放赎回,,,,
1639,2017-01-05,1.0428,1.0428,,,1,-0.17,开放申购,开放赎回,,,,
1640,2017-01-04,1.0446,1.0446,,,1,1.23,开放申购,开放赎回,,,,
1641,2017-01-03,1.0319,1.0319,,,1,0.68,开放申购,开放赎回,,,,
1642,2016-12-31,1.0248,1.0248,,,0,-0.01,开放申购,开放赎回,,,,
1643,2016-12-30,1.0249,1.0249,,,1,0.49,开放申购,开放赎回,,,,
1644,2016-12-29,1.0199,1.0199,,,1,0.17,开放申购,开放赎回,,,,
1645,2016-12-28,1.0182,1.0182,,,1,-0.59,开放申购,开放赎回,,,,
1646,2016-12-27,1.0242,1.0242,,,1,-0.20,开放申购,开放赎回,,,,
1647,2016-12-26,1.0263,1.0263,,,1,0.14,开放申购,开放赎回,,,,
1648,2016-12-23,1.0249,1.0249,,,1,-0.83,开放申购,开放赎回,,,,
1649,2016-12-22,1.0335,1.0335,,,1,-0.03,开放申购,开放赎回,,,,
1650,2016-12-21,1.0338,1.0338,,,1,0.92,开放申购,开放赎回,,,,
1651,2016-12-20,1.0244,1.0244,,,1,-0.39,开放申购,开放赎回,,,,
1652,2016-12-19,1.0284,1.0284,,,1,-0.19,开放申购,开放赎回,,,,
1653,2016-12-16,1.0304,1.0304,,,1,0.69,开放申购,开放赎回,,,,
1654,2016-12-15,1.0233,1.0233,,,1,-0.80,开放申购,开放赎回,,,,
1655,2016-12-14,1.0315,1.0315,,,1,-0.42,开放申购,开放赎回,,,,
1656,2016-12-13,1.0359,1.0359,,,1,0.08,开放申购,开放赎回,,,,
1657,2016-12-12,1.0351,1.0351,,,1,-2.22,开放申购,开放赎回,,,,
1658,2016-12-09,1.0586,1.0586,,,1,0.18,开放申购,开放赎回,,,,
1659,2016-12-08,1.0567,1.0567,,,1,-0.30,开放申购,开放赎回,,,,
1660,2016-12-07,1.0599,1.0599,,,1,0.40,开放申购,开放赎回,,,,
1661,2016-12-06,1.0557,1.0557,,,1,-0.31,开放申购,开放赎回,,,,
1662,2016-12-05,1.0590,1.0590,,,1,-0.50,开放申购,开放赎回,,,,
1663,2016-12-02,1.0643,1.0643,,,1,-0.68,开放申购,开放赎回,,,,
1664,2016-12-01,1.0716,1.0716,,,1,0.83,开放申购,开放赎回,,,,
1665,2016-11-30,1.0628,1.0628,,,1,-0.65,开放申购,开放赎回,,,,
1666,2016-11-29,1.0698,1.0698,,,1,0.53,开放申购,开放赎回,,,,
1667,2016-11-28,1.0642,1.0642,,,1,,开放申购,开放赎回,,,,
