,FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
1206,2018-10-16,0.9981,0.9981,,,1,-0.87,开放申购,开放赎回,,,,
1207,2018-10-15,1.0069,1.0069,,,1,-1.44,开放申购,开放赎回,,,,
1208,2018-10-12,1.0216,1.0216,,,1,1.33,开放申购,开放赎回,,,,
1209,2018-10-11,1.0082,1.0082,,,1,-4.54,开放申购,开放赎回,,,,
1210,2018-10-10,1.0561,1.0561,,,1,0.02,开放申购,开放赎回,,,,
1211,2018-10-09,1.0559,1.0559,,,1,-0.08,开放申购,开放赎回,,,,
1212,2018-10-08,1.0567,1.0567,,,1,-3.90,开放申购,开放赎回,,,,
1213,2018-09-28,1.0996,1.0996,,,1,0.84,开放申购,开放赎回,,,,
1214,2018-09-27,1.0904,1.0904,,,1,-0.17,开放申购,开放赎回,,,,
1215,2018-09-26,1.0923,1.0923,,,1,0.94,开放申购,开放赎回,,,,
1216,2018-09-25,1.0821,1.0821,,,1,-1.02,开放申购,开放赎回,,,,
1217,2018-09-21,1.0932,1.0932,,,1,2.71,开放申购,开放赎回,,,,
1218,2018-09-20,1.0644,1.0644,,,1,0.06,开放申购,开放赎回,,,,
1219,2018-09-19,1.0638,1.0638,,,1,1.23,开放申购,开放赎回,,,,
1220,2018-09-18,1.0509,1.0509,,,1,2.02,开放申购,开放赎回,,,,
1221,2018-09-17,1.0301,1.0301,,,1,-1.09,开放申购,开放赎回,,,,
1222,2018-09-14,1.0415,1.0415,,,1,0.31,开放申购,开放赎回,,,,
1223,2018-09-13,1.0383,1.0383,,,1,0.84,开放申购,开放赎回,,,,
1224,2018-09-12,1.0297,1.0297,,,1,-0.40,开放申购,开放赎回,,,,
1225,2018-09-11,1.0338,1.0338,,,1,-0.46,开放申购,开放赎回,,,,
1226,2018-09-10,1.0386,1.0386,,,1,-0.93,开放申购,开放赎回,,,,
1227,2018-09-07,1.0483,1.0483,,,1,0.40,开放申购,开放赎回,,,,
1228,2018-09-06,1.0441,1.0441,,,1,-0.92,开放申购,开放赎回,,,,
1229,2018-09-05,1.0538,1.0538,,,1,-1.94,开放申购,开放赎回,,,,
1230,2018-09-04,1.0746,1.0746,,,1,1.05,开放申购,开放赎回,,,,
1231,2018-09-03,1.0634,1.0634,,,1,-0.51,开放申购,开放赎回,,,,
1232,2018-08-31,1.0689,1.0689,,,1,-0.43,开放申购,开放赎回,,,,
1233,2018-08-30,1.0735,1.0735,,,1,-0.73,开放申购,开放赎回,,,,
1234,2018-08-29,1.0814,1.0814,,,1,-0.46,开放申购,开放赎回,,,,
1235,2018-08-28,1.0864,1.0864,,,1,-0.44,开放申购,开放赎回,,,,
1236,2018-08-27,1.0912,1.0912,,,1,2.01,开放申购,开放赎回,,,,
1237,2018-08-24,1.0697,1.0697,,,1,0.22,开放申购,开放赎回,,,,
1238,2018-08-23,1.0674,1.0674,,,1,0.25,开放申购,开放赎回,,,,
1239,2018-08-22,1.0647,1.0647,,,1,-0.54,开放申购,开放赎回,,,,
1240,2018-08-21,1.0705,1.0705,,,1,1.62,开放申购,开放赎回,,,,
1241,2018-08-20,1.0534,1.0534,,,1,0.93,开放申购,开放赎回,,,,
1242,2018-08-17,1.0437,1.0437,,,1,-1.11,开放申购,开放赎回,,,,
1243,2018-08-16,1.0554,1.0554,,,1,-0.72,开放申购,开放赎回,,,,
1244,2018-08-15,1.0630,1.0630,,,1,-2.11,开放申购,开放赎回,,,,
1245,2018-08-14,1.0859,1.0859,,,1,-0.24,开放申购,开放赎回,,,,
1246,2018-08-13,1.0885,1.0885,,,1,-0.68,开放申购,开放赎回,,,,
1247,2018-08-10,1.0960,1.0960,,,1,0.01,开放申购,开放赎回,,,,
1248,2018-08-09,1.0959,1.0959,,,1,1.99,开放申购,开放赎回,,,,
1249,2018-08-08,1.0745,1.0745,,,1,-1.32,开放申购,开放赎回,,,,
1250,2018-08-07,1.0889,1.0889,,,1,2.44,开放申购,开放赎回,,,,
1251,2018-08-06,1.0630,1.0630,,,1,-0.99,开放申购,开放赎回,,,,
1252,2018-08-03,1.0736,1.0736,,,1,-1.36,开放申购,开放赎回,,,,
1253,2018-08-02,1.0884,1.0884,,,1,-2.11,开放申购,开放赎回,,,,
1254,2018-08-01,1.1119,1.1119,,,1,-1.84,开放申购,开放赎回,,,,
1255,2018-07-31,1.1327,1.1327,,,1,0.18,开放申购,开放赎回,,,,
1256,2018-07-30,1.1307,1.1307,,,1,-0.16,开放申购,开放赎回,,,,
1257,2018-07-27,1.1325,1.1325,,,1,-0.37,开放申购,开放赎回,,,,
1258,2018-07-26,1.1367,1.1367,,,1,-0.75,开放申购,开放赎回,,,,
1259,2018-07-25,1.1453,1.1453,,,1,-0.13,开放申购,开放赎回,,,,
1260,2018-07-24,1.1468,1.1468,,,1,1.79,开放申购,开放赎回,,,,
1261,2018-07-23,1.1266,1.1266,,,1,0.84,开放申购,开放赎回,,,,
1262,2018-07-20,1.1172,1.1172,,,1,1.66,开放申购,开放赎回,,,,
1263,2018-07-19,1.0990,1.0990,,,1,-0.18,开放申购,开放赎回,,,,
1264,2018-07-18,1.1010,1.1010,,,1,-0.38,开放申购,开放赎回,,,,
1265,2018-07-17,1.1052,1.1052,,,1,-0.46,开放申购,开放赎回,,,,
1266,2018-07-16,1.1103,1.1103,,,1,-0.48,开放申购,开放赎回,,,,
1267,2018-07-13,1.1156,1.1156,,,1,0.43,开放申购,开放赎回,,,,
1268,2018-07-12,1.1108,1.1108,,,1,2.02,开放申购,开放赎回,,,,
1269,2018-07-11,1.0888,1.0888,,,1,-1.49,开放申购,开放赎回,,,,
1270,2018-07-10,1.1053,1.1053,,,1,0.29,开放申购,开放赎回,,,,
1271,2018-07-09,1.1021,1.1021,,,1,2.34,开放申购,开放赎回,,,,
1272,2018-07-06,1.0769,1.0769,,,1,0.43,开放申购,开放赎回,,,,
1273,2018-07-05,1.0723,1.0723,,,1,-0.63,开放申购,开放赎回,,,,
1274,2018-07-04,1.0791,1.0791,,,1,-1.01,开放申购,开放赎回,,,,
1275,2018-07-03,1.0901,1.0901,,,1,0.13,开放申购,开放赎回,,,,
1276,2018-07-02,1.0887,1.0887,,,1,-2.58,开放申购,开放赎回,,,,
1277,2018-06-30,1.1175,1.1175,,,0,,开放申购,开放赎回,,,,
1278,2018-06-29,1.1175,1.1175,,,1,2.19,开放申购,开放赎回,,,,
1279,2018-06-28,1.0936,1.0936,,,1,-0.93,开放申购,开放赎回,,,,
1280,2018-06-27,1.1039,1.1039,,,1,-1.70,开放申购,开放赎回,,,,
1281,2018-06-26,1.1230,1.1230,,,1,-1.06,开放申购,开放赎回,,,,
1282,2018-06-25,1.1350,1.1350,,,1,-0.98,开放申购,开放赎回,,,,
1283,2018-06-22,1.1462,1.1462,,,1,0.53,开放申购,开放赎回,,,,
1284,2018-06-21,1.1402,1.1402,,,1,-0.69,开放申购,开放赎回,,,,
1285,2018-06-20,1.1481,1.1481,,,1,0.55,开放申购,开放赎回,,,,
1286,2018-06-19,1.1418,1.1418,,,1,-3.24,开放申购,开放赎回,,,,
1287,2018-06-15,1.1800,1.1800,,,1,-0.16,开放申购,开放赎回,,,,
1288,2018-06-14,1.1819,1.1819,,,1,-0.34,开放申购,开放赎回,,,,
1289,2018-06-13,1.1859,1.1859,,,1,-0.64,开放申购,开放赎回,,,,
1290,2018-06-12,1.1935,1.1935,,,1,1.49,开放申购,开放赎回,,,,
1291,2018-06-11,1.1760,1.1760,,,1,0.00,开放申购,开放赎回,,,,
1292,2018-06-08,1.1760,1.1760,,,1,-1.19,开放申购,开放赎回,,,,
1293,2018-06-07,1.1902,1.1902,,,1,-0.05,开放申购,开放赎回,,,,
1294,2018-06-06,1.1908,1.1908,,,1,-0.22,开放申购,开放赎回,,,,
1295,2018-06-05,1.1934,1.1934,,,1,0.69,开放申购,开放赎回,,,,
1296,2018-06-04,1.1852,1.1852,,,1,1.26,开放申购,开放赎回,,,,
1297,2018-06-01,1.1705,1.1705,,,1,-0.61,开放申购,开放赎回,,,,
1298,2018-05-31,1.1777,1.1777,,,1,1.97,开放申购,开放赎回,,,,
1299,2018-05-30,1.1549,1.1549,,,1,-1.75,开放申购,开放赎回,,,,
1300,2018-05-29,1.1755,1.1755,,,1,-0.53,开放申购,开放赎回,,,,
1301,2018-05-28,1.1818,1.1818,,,1,0.58,开放申购,开放赎回,,,,
1302,2018-05-25,1.1750,1.1750,,,1,-0.11,开放申购,开放赎回,,,,
1303,2018-05-24,1.1763,1.1763,,,1,-0.65,开放申购,开放赎回,,,,
1304,2018-05-23,1.1840,1.1840,,,1,-1.33,开放申购,开放赎回,,,,
1305,2018-05-22,1.1999,1.1999,,,1,-0.27,开放申购,开放赎回,,,,
1306,2018-05-21,1.2031,1.2031,,,1,0.21,开放申购,开放赎回,,,,
1307,2018-05-18,1.2006,1.2006,,,1,0.81,开放申购,开放赎回,,,,
1308,2018-05-17,1.1910,1.1910,,,1,-0.48,开放申购,开放赎回,,,,
1309,2018-05-16,1.1967,1.1967,,,1,-0.52,开放申购,开放赎回,,,,
1310,2018-05-15,1.2029,1.2029,,,1,0.49,开放申购,开放赎回,,,,
1311,2018-05-14,1.1970,1.1970,,,1,0.66,开放申购,开放赎回,,,,
1312,2018-05-11,1.1892,1.1892,,,1,-0.61,开放申购,开放赎回,,,,
1313,2018-05-10,1.1965,1.1965,,,1,0.60,开放申购,开放赎回,,,,
1314,2018-05-09,1.1894,1.1894,,,1,-0.13,开放申购,开放赎回,,,,
1315,2018-05-08,1.1910,1.1910,,,1,0.88,开放申购,开放赎回,,,,
1316,2018-05-07,1.1806,1.1806,,,1,1.38,开放申购,开放赎回,,,,
1317,2018-05-04,1.1645,1.1645,,,1,-0.24,开放申购,开放赎回,,,,
1318,2018-05-03,1.1673,1.1673,,,1,0.58,开放申购,开放赎回,,,,
1319,2018-05-02,1.1606,1.1606,,,1,0.10,开放申购,开放赎回,,,,
1320,2018-04-27,1.1594,1.1594,,,1,0.16,开放申购,开放赎回,,,,
1321,2018-04-26,1.1576,1.1576,,,1,-1.49,开放申购,开放赎回,,,,
1322,2018-04-25,1.1751,1.1751,,,1,-0.36,开放申购,开放赎回,,,,
1323,2018-04-24,1.1793,1.1793,,,1,1.93,开放申购,开放赎回,,,,
1324,2018-04-23,1.1570,1.1570,,,1,0.15,开放申购,开放赎回,,,,
1325,2018-04-20,1.1553,1.1553,,,1,-1.29,开放申购,开放赎回,,,,
1326,2018-04-19,1.1704,1.1704,,,1,1.12,开放申购,开放赎回,,,,
1327,2018-04-18,1.1574,1.1574,,,1,0.32,开放申购,开放赎回,,,,
1328,2018-04-17,1.1537,1.1537,,,1,-1.28,开放申购,开放赎回,,,,
1329,2018-04-16,1.1687,1.1687,,,1,-1.69,开放申购,开放赎回,,,,
1330,2018-04-13,1.1888,1.1888,,,1,-0.51,开放申购,开放赎回,,,,
1331,2018-04-12,1.1949,1.1949,,,1,-0.76,开放申购,开放赎回,,,,
1332,2018-04-11,1.2041,1.2041,,,1,0.30,开放申购,开放赎回,,,,
1333,2018-04-10,1.2005,1.2005,,,1,1.83,开放申购,开放赎回,,,,
1334,2018-04-09,1.1789,1.1789,,,1,-0.07,开放申购,开放赎回,,,,
1335,2018-04-04,1.1797,1.1797,,,1,-0.03,开放申购,开放赎回,,,,
1336,2018-04-03,1.1801,1.1801,,,1,-0.62,开放申购,开放赎回,,,,
1337,2018-04-02,1.1875,1.1875,,,1,-0.24,开放申购,开放赎回,,,,
1338,2018-03-30,1.1903,1.1903,,,1,-0.04,开放申购,开放赎回,,,,
1339,2018-03-29,1.1908,1.1908,,,1,1.53,开放申购,开放赎回,,,,
1340,2018-03-28,1.1729,1.1729,,,1,-1.62,开放申购,开放赎回,,,,
1341,2018-03-27,1.1922,1.1922,,,1,0.77,开放申购,开放赎回,,,,
1342,2018-03-26,1.1831,1.1831,,,1,-0.67,开放申购,开放赎回,,,,
1343,2018-03-23,1.1911,1.1911,,,1,-2.68,开放申购,开放赎回,,,,
1344,2018-03-22,1.2239,1.2239,,,1,-1.00,开放申购,开放赎回,,,,
1345,2018-03-21,1.2362,1.2362,,,1,-0.43,开放申购,开放赎回,,,,
1346,2018-03-20,1.2415,1.2415,,,1,-0.06,开放申购,开放赎回,,,,
1347,2018-03-19,1.2423,1.2423,,,1,0.06,开放申购,开放赎回,,,,
1348,2018-03-16,1.2416,1.2416,,,1,-0.74,开放申购,开放赎回,,,,
1349,2018-03-15,1.2509,1.2509,,,1,0.45,开放申购,开放赎回,,,,
1350,2018-03-14,1.2453,1.2453,,,1,-0.29,开放申购,开放赎回,,,,
1351,2018-03-13,1.2489,1.2489,,,1,-0.74,开放申购,开放赎回,,,,
1352,2018-03-12,1.2582,1.2582,,,1,0.20,开放申购,开放赎回,,,,
1353,2018-03-09,1.2557,1.2557,,,1,0.58,开放申购,开放赎回,,,,
1354,2018-03-08,1.2485,1.2485,,,1,1.08,开放申购,开放赎回,,,,
1355,2018-03-07,1.2352,1.2352,,,1,-0.72,开放申购,开放赎回,,,,
1356,2018-03-06,1.2442,1.2442,,,1,1.29,开放申购,开放赎回,,,,
1357,2018-03-05,1.2284,1.2284,,,1,-0.10,开放申购,开放赎回,,,,
1358,2018-03-02,1.2296,1.2296,,,1,-0.72,开放申购,开放赎回,,,,
1359,2018-03-01,1.2385,1.2385,,,1,0.52,开放申购,开放赎回,,,,
1360,2018-02-28,1.2321,1.2321,,,1,-0.69,开放申购,开放赎回,,,,
1361,2018-02-27,1.2407,1.2407,,,1,-1.45,开放申购,开放赎回,,,,
1362,2018-02-26,1.2589,1.2589,,,1,0.91,开放申购,开放赎回,,,,
1363,2018-02-23,1.2475,1.2475,,,1,0.43,开放申购,开放赎回,,,,
1364,2018-02-22,1.2422,1.2422,,,1,2.05,开放申购,开放赎回,,,,
1365,2018-02-14,1.2173,1.2173,,,1,0.69,开放申购,开放赎回,,,,
1366,2018-02-13,1.2090,1.2090,,,1,1.15,开放申购,开放赎回,,,,
1367,2018-02-12,1.1952,1.1952,,,1,1.44,开放申购,开放赎回,,,,
1368,2018-02-09,1.1782,1.1782,,,1,-3.93,开放申购,开放赎回,,,,
1369,2018-02-08,1.2264,1.2264,,,1,-0.53,开放申购,开放赎回,,,,
1370,2018-02-07,1.2329,1.2329,,,1,-2.12,开放申购,开放赎回,,,,
1371,2018-02-06,1.2596,1.2596,,,1,-2.86,开放申购,开放赎回,,,,
1372,2018-02-05,1.2967,1.2967,,,1,0.08,开放申购,开放赎回,,,,
1373,2018-02-02,1.2957,1.2957,,,1,0.64,开放申购,开放赎回,,,,
1374,2018-02-01,1.2875,1.2875,,,1,-0.79,开放申购,开放赎回,,,,
1375,2018-01-31,1.2978,1.2978,,,1,0.34,开放申购,开放赎回,,,,
1376,2018-01-30,1.2934,1.2934,,,1,-1.08,开放申购,开放赎回,,,,
1377,2018-01-29,1.3075,1.3075,,,1,-1.41,开放申购,开放赎回,,,,
1378,2018-01-26,1.3262,1.3262,,,1,0.39,开放申购,开放赎回,,,,
1379,2018-01-25,1.3210,1.3210,,,1,-0.13,开放申购,开放赎回,,,,
1380,2018-01-24,1.3227,1.3227,,,1,0.06,开放申购,开放赎回,,,,
1381,2018-01-23,1.3219,1.3219,,,1,0.89,开放申购,开放赎回,,,,
1382,2018-01-22,1.3103,1.3103,,,1,1.31,开放申购,开放赎回,,,,
1383,2018-01-19,1.2933,1.2933,,,1,0.22,开放申购,开放赎回,,,,
1384,2018-01-18,1.2905,1.2905,,,1,0.65,开放申购,开放赎回,,,,
1385,2018-01-17,1.2822,1.2822,,,1,-0.18,开放申购,开放赎回,,,,
1386,2018-01-16,1.2845,1.2845,,,1,0.73,开放申购,开放赎回,,,,
1387,2018-01-15,1.2752,1.2752,,,1,-0.29,开放申购,开放赎回,,,,
1388,2018-01-12,1.2789,1.2789,,,1,0.29,开放申购,开放赎回,,,,
1389,2018-01-11,1.2752,1.2752,,,1,-0.23,开放申购,开放赎回,,,,
1390,2018-01-10,1.2781,1.2781,,,1,0.43,开放申购,开放赎回,,,,
1391,2018-01-09,1.2726,1.2726,,,1,0.51,开放申购,开放赎回,,,,
1392,2018-01-08,1.2662,1.2662,,,1,0.72,开放申购,开放赎回,,,,
1393,2018-01-05,1.2571,1.2571,,,1,0.38,开放申购,开放赎回,,,,
1394,2018-01-04,1.2523,1.2523,,,1,0.43,开放申购,开放赎回,,,,
1395,2018-01-03,1.2469,1.2469,,,1,0.82,开放申购,开放赎回,,,,
1396,2018-01-02,1.2368,1.2368,,,1,1.63,开放申购,开放赎回,,,,
1397,2017-12-31,1.2169,1.2169,,,0,,开放申购,开放赎回,,,,
1398,2017-12-29,1.2170,1.2170,,,1,0.36,开放申购,开放赎回,,,,
1399,2017-12-28,1.2126,1.2126,,,1,0.63,开放申购,开放赎回,,,,
1400,2017-12-27,1.2050,1.2050,,,1,-0.90,开放申购,开放赎回,,,,
1401,2017-12-26,1.2159,1.2159,,,1,0.36,开放申购,开放赎回,,,,
1402,2017-12-25,1.2115,1.2115,,,1,-0.28,开放申购,开放赎回,,,,
1403,2017-12-22,1.2149,1.2149,,,1,-0.05,开放申购,开放赎回,,,,
1404,2017-12-21,1.2155,1.2155,,,1,0.75,开放申购,开放赎回,,,,
1405,2017-12-20,1.2064,1.2064,,,1,-0.44,开放申购,开放赎回,,,,
1406,2017-12-19,1.2117,1.2117,,,1,0.84,开放申购,开放赎回,,,,
1407,2017-12-18,1.2016,1.2016,,,1,0.37,开放申购,开放赎回,,,,
1408,2017-12-15,1.1972,1.1972,,,1,-1.07,开放申购,开放赎回,,,,
1409,2017-12-14,1.2102,1.2102,,,1,-0.33,开放申购,开放赎回,,,,
1410,2017-12-13,1.2142,1.2142,,,1,0.70,开放申购,开放赎回,,,,
1411,2017-12-12,1.2058,1.2058,,,1,-1.04,开放申购,开放赎回,,,,
1412,2017-12-11,1.2185,1.2185,,,1,1.23,开放申购,开放赎回,,,,
1413,2017-12-08,1.2037,1.2037,,,1,0.59,开放申购,开放赎回,,,,
1414,2017-12-07,1.1966,1.1966,,,1,-0.99,开放申购,开放赎回,,,,
1415,2017-12-06,1.2086,1.2086,,,1,-0.26,开放申购,开放赎回,,,,
1416,2017-12-05,1.2118,1.2118,,,1,0.15,开放申购,开放赎回,,,,
1417,2017-12-04,1.2100,1.2100,,,1,0.21,开放申购,开放赎回,,,,
1418,2017-12-01,1.2075,1.2075,,,1,0.02,开放申购,开放赎回,,,,
1419,2017-11-30,1.2072,1.2072,,,1,-0.76,开放申购,开放赎回,,,,
1420,2017-11-29,1.2164,1.2164,,,1,-0.04,开放申购,开放赎回,,,,
1421,2017-11-28,1.2169,1.2169,,,1,0.32,开放申购,开放赎回,,,,
1422,2017-11-27,1.2130,1.2130,,,1,-1.19,开放申购,开放赎回,,,,
1423,2017-11-24,1.2276,1.2276,,,1,0.11,开放申购,开放赎回,,,,
1424,2017-11-23,1.2263,1.2263,,,1,-2.47,开放申购,开放赎回,,,,
1425,2017-11-22,1.2573,1.2573,,,1,0.38,开放申购,开放赎回,,,,
1426,2017-11-21,1.2525,1.2525,,,1,1.59,开放申购,开放赎回,,,,
1427,2017-11-20,1.2329,1.2329,,,1,0.27,开放申购,开放赎回,,,,
1428,2017-11-17,1.2296,1.2296,,,1,0.22,开放申购,开放赎回,,,,
1429,2017-11-16,1.2269,1.2269,,,1,0.38,开放申购,开放赎回,,,,
1430,2017-11-15,1.2223,1.2223,,,1,-0.41,开放申购,开放赎回,,,,
1431,2017-11-14,1.2273,1.2273,,,1,-0.53,开放申购,开放赎回,,,,
1432,2017-11-13,1.2338,1.2338,,,1,0.33,开放申购,开放赎回,,,,
1433,2017-11-10,1.2298,1.2298,,,1,0.62,开放申购,开放赎回,,,,
1434,2017-11-09,1.2222,1.2222,,,1,0.54,开放申购,开放赎回,,,,
1435,2017-11-08,1.2156,1.2156,,,1,-0.17,开放申购,开放赎回,,,,
1436,2017-11-07,1.2177,1.2177,,,1,0.83,开放申购,开放赎回,,,,
1437,2017-11-06,1.2077,1.2077,,,1,0.62,开放申购,开放赎回,,,,
1438,2017-11-03,1.2003,1.2003,,,1,-0.44,开放申购,开放赎回,,,,
1439,2017-11-02,1.2056,1.2056,,,1,-0.17,开放申购,开放赎回,,,,
1440,2017-11-01,1.2077,1.2077,,,1,0.12,开放申购,开放赎回,,,,
1441,2017-10-31,1.2063,1.2063,,,1,-0.08,开放申购,开放赎回,,,,
1442,2017-10-30,1.2073,1.2073,,,1,-0.17,开放申购,开放赎回,,,,
1443,2017-10-27,1.2094,1.2094,,,1,0.12,开放申购,开放赎回,,,,
1444,2017-10-26,1.2079,1.2079,,,1,0.42,开放申购,开放赎回,,,,
1445,2017-10-25,1.2029,1.2029,,,1,0.53,开放申购,开放赎回,,,,
1446,2017-10-24,1.1966,1.1966,,,1,0.89,开放申购,开放赎回,,,,
1447,2017-10-23,1.1861,1.1861,,,1,0.21,开放申购,开放赎回,,,,
1448,2017-10-20,1.1836,1.1836,,,1,0.14,开放申购,开放赎回,,,,
1449,2017-10-19,1.1819,1.1819,,,1,-0.43,开放申购,开放赎回,,,,
1450,2017-10-18,1.1870,1.1870,,,1,0.76,开放申购,开放赎回,,,,
1451,2017-10-17,1.1781,1.1781,,,1,0.01,开放申购,开放赎回,,,,
1452,2017-10-16,1.1780,1.1780,,,1,-0.38,开放申购,开放赎回,,,,
1453,2017-10-13,1.1825,1.1825,,,1,0.24,开放申购,开放赎回,,,,
1454,2017-10-12,1.1797,1.1797,,,1,0.04,开放申购,开放赎回,,,,
1455,2017-10-11,1.1792,1.1792,,,1,0.33,开放申购,开放赎回,,,,
1456,2017-10-10,1.1753,1.1753,,,1,0.06,开放申购,开放赎回,,,,
1457,2017-10-09,1.1746,1.1746,,,1,1.23,开放申购,开放赎回,,,,
1458,2017-09-29,1.1603,1.1603,,,1,0.20,开放申购,开放赎回,,,,
1459,2017-09-28,1.1580,1.1580,,,1,-0.18,开放申购,开放赎回,,,,
1460,2017-09-27,1.1601,1.1601,,,1,0.37,开放申购,开放赎回,,,,
1461,2017-09-26,1.1558,1.1558,,,1,0.17,开放申购,开放赎回,,,,
1462,2017-09-25,1.1538,1.1538,,,1,-0.70,开放申购,开放赎回,,,,
1463,2017-09-22,1.1619,1.1619,,,1,0.19,开放申购,开放赎回,,,,
1464,2017-09-21,1.1597,1.1597,,,1,-0.26,开放申购,开放赎回,,,,
1465,2017-09-20,1.1627,1.1627,,,1,0.19,开放申购,开放赎回,,,,
1466,2017-09-19,1.1605,1.1605,,,1,-0.23,开放申购,开放赎回,,,,
1467,2017-09-18,1.1632,1.1632,,,1,0.38,开放申购,开放赎回,,,,
1468,2017-09-15,1.1588,1.1588,,,1,-0.07,开放申购,开放赎回,,,,
1469,2017-09-14,1.1596,1.1596,,,1,-0.08,开放申购,开放赎回,,,,
1470,2017-09-13,1.1605,1.1605,,,1,0.15,开放申购,开放赎回,,,,
1471,2017-09-12,1.1588,1.1588,,,1,0.19,开放申购,开放赎回,,,,
1472,2017-09-11,1.1566,1.1566,,,1,0.23,开放申购,开放赎回,,,,
1473,2017-09-08,1.1540,1.1540,,,1,-0.14,开放申购,开放赎回,,,,
1474,2017-09-07,1.1556,1.1556,,,1,-0.36,开放申购,开放赎回,,,,
1475,2017-09-06,1.1598,1.1598,,,1,-0.06,开放申购,开放赎回,,,,
1476,2017-09-05,1.1605,1.1605,,,1,0.15,开放申购,开放赎回,,,,
1477,2017-09-04,1.1588,1.1588,,,1,0.15,开放申购,开放赎回,,,,
1478,2017-09-01,1.1571,1.1571,,,1,0.14,开放申购,开放赎回,,,,
1479,2017-08-31,1.1555,1.1555,,,1,-0.28,开放申购,开放赎回,,,,
1480,2017-08-30,1.1587,1.1587,,,1,0.24,开放申购,开放赎回,,,,
1481,2017-08-29,1.1559,1.1559,,,1,-0.21,开放申购,开放赎回,,,,
1482,2017-08-28,1.1583,1.1583,,,1,1.04,开放申购,开放赎回,,,,
1483,2017-08-25,1.1464,1.1464,,,1,1.33,开放申购,开放赎回,,,,
1484,2017-08-24,1.1313,1.1313,,,1,-0.64,开放申购,开放赎回,,,,
1485,2017-08-23,1.1386,1.1386,,,1,-0.30,开放申购,开放赎回,,,,
1486,2017-08-22,1.1420,1.1420,,,1,-0.06,开放申购,开放赎回,,,,
1487,2017-08-21,1.1427,1.1427,,,1,0.40,开放申购,开放赎回,,,,
1488,2017-08-18,1.1381,1.1381,,,1,0.16,开放申购,开放赎回,,,,
1489,2017-08-17,1.1363,1.1363,,,1,0.71,开放申购,开放赎回,,,,
1490,2017-08-16,1.1283,1.1283,,,1,-0.12,开放申购,开放赎回,,,,
1491,2017-08-15,1.1296,1.1296,,,1,0.08,开放申购,开放赎回,,,,
1492,2017-08-14,1.1287,1.1287,,,1,1.04,开放申购,开放赎回,,,,
1493,2017-08-11,1.1171,1.1171,,,1,-2.01,开放申购,开放赎回,,,,
1494,2017-08-10,1.1400,1.1400,,,1,-0.61,开放申购,开放赎回,,,,
1495,2017-08-09,1.1470,1.1470,,,1,0.16,开放申购,开放赎回,,,,
1496,2017-08-08,1.1452,1.1452,,,1,0.04,开放申购,开放赎回,,,,
1497,2017-08-07,1.1447,1.1447,,,1,0.52,开放申购,开放赎回,,,,
1498,2017-08-04,1.1388,1.1388,,,1,-0.36,开放申购,开放赎回,,,,
1499,2017-08-03,1.1429,1.1429,,,1,-0.54,开放申购,开放赎回,,,,
1500,2017-08-02,1.1491,1.1491,,,1,-0.61,开放申购,开放赎回,,,,
1501,2017-08-01,1.1561,1.1561,,,1,0.54,开放申购,开放赎回,,,,
1502,2017-07-31,1.1499,1.1499,,,1,0.87,开放申购,开放赎回,,,,
1503,2017-07-28,1.1400,1.1400,,,1,0.39,开放申购,开放赎回,,,,
1504,2017-07-27,1.1356,1.1356,,,1,-0.07,开放申购,开放赎回,,,,
1505,2017-07-26,1.1364,1.1364,,,1,-0.29,开放申购,开放赎回,,,,
1506,2017-07-25,1.1397,1.1397,,,1,-0.55,开放申购,开放赎回,,,,
1507,2017-07-24,1.1460,1.1460,,,1,0.35,开放申购,开放赎回,,,,
1508,2017-07-21,1.1420,1.1420,,,1,-0.02,开放申购,开放赎回,,,,
1509,2017-07-20,1.1422,1.1422,,,1,0.65,开放申购,开放赎回,,,,
1510,2017-07-19,1.1348,1.1348,,,1,1.76,开放申购,开放赎回,,,,
1511,2017-07-18,1.1152,1.1152,,,1,0.34,开放申购,开放赎回,,,,
1512,2017-07-17,1.1114,1.1114,,,1,-1.06,开放申购,开放赎回,,,,
1513,2017-07-14,1.1233,1.1233,,,1,0.56,开放申购,开放赎回,,,,
1514,2017-07-13,1.1171,1.1171,,,1,0.64,开放申购,开放赎回,,,,
1515,2017-07-12,1.1100,1.1100,,,1,-0.38,开放申购,开放赎回,,,,
1516,2017-07-11,1.1142,1.1142,,,1,0.19,开放申购,开放赎回,,,,
1517,2017-07-10,1.1121,1.1121,,,1,0.09,开放申购,开放赎回,,,,
1518,2017-07-07,1.1111,1.1111,,,1,0.44,开放申购,开放赎回,,,,
1519,2017-07-06,1.1062,1.1062,,,1,0.15,开放申购,开放赎回,,,,
1520,2017-07-05,1.1045,1.1045,,,1,0.52,开放申购,开放赎回,,,,
1521,2017-07-04,1.0988,1.0988,,,1,-0.58,开放申购,开放赎回,,,,
1522,2017-07-03,1.1052,1.1052,,,1,0.28,开放申购,开放赎回,,,,
1523,2017-06-30,1.1021,1.1021,,,1,0.06,开放申购,开放赎回,,,,
1524,2017-06-29,1.1014,1.1014,,,1,0.72,开放申购,开放赎回,,,,
1525,2017-06-28,1.0935,1.0935,,,1,-0.63,开放申购,开放赎回,,,,
